severity	updateDate	comments	line	author	fromHotspot	rule	project	effort	message	creationDate	type	tags	component	flows	organization	textRange	debt	key	hash	status
MINOR	2019-10-28T14:09:44+0000		17.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Account.java		default-organization	{startLine=17.0, endLine=17.0, startOffset=47.0, endOffset=71.0}	5min	AW4Ss_BekMvoHfz8J1ai	c47b9169c9f6e7027d004f89e07e9c2b	OPEN
CRITICAL	2019-10-28T14:09:44+0000		22.0		false	squid:S1192	com.mycompany:CupCake	8min	"Define a constant instead of duplicating this literal ""Balance must be a positive value"" 3 times."	2019-10-28T14:09:44+0000	CODE_SMELL	"design / "	com.mycompany:CupCake:src/main/java/logic/Account.java	"{locations=[{component=com.mycompany:CupCake:src/main/java/logic/Account.java, textRange={startLine=22.0, endLine=22.0, startOffset=47.0, endOffset=81.0}, msg=Duplication}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/logic/Account.java, textRange={startLine=34.0, endLine=34.0, startOffset=47.0, endOffset=81.0}, msg=Duplication}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/logic/Account.java, textRange={startLine=62.0, endLine=62.0, startOffset=47.0, endOffset=81.0}, msg=Duplication}]} / "	default-organization	{startLine=22.0, endLine=22.0, startOffset=47.0, endOffset=81.0}	8min	AW4Ss_BekMvoHfz8J1ah	7f83da13aca433e2444c2b7ed292580d	OPEN
MINOR	2019-10-28T14:09:44+0000		58.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Account.java		default-organization	{startLine=58.0, endLine=58.0, startOffset=47.0, endOffset=71.0}	5min	AW4Ss_BekMvoHfz8J1aj	43c1732cc8c39f2676f342efd9ab9091	OPEN
MINOR	2019-10-28T14:09:44+0000		71.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Account.java		default-organization	{startLine=71.0, endLine=71.0, startOffset=52.0, endOffset=76.0}	5min	AW4Ss_BekMvoHfz8J1ak	851dfb3e32efd66c86e67aef6d338a90	OPEN
MINOR	2019-10-28T14:09:44+0000		23.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Bottom.java		default-organization	{startLine=23.0, endLine=23.0, startOffset=51.0, endOffset=75.0}	5min	AW4Ss_BxkMvoHfz8J1an	3ea2485ddd76e9d4b185c2de6a135f5b	OPEN
MINOR	2019-10-28T14:09:44+0000		44.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Bottom.java		default-organization	{startLine=44.0, endLine=44.0, startOffset=43.0, endOffset=67.0}	5min	AW4Ss_BxkMvoHfz8J1ao	9ce76323b6e704ef5d9d0c8e989bcdd4	OPEN
MINOR	2019-10-28T14:09:44+0000		2.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unnecessary import: same package classes are always implicitly imported.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/logic/Cupcake.java		default-organization	{startLine=2.0, endLine=2.0, startOffset=0.0, endOffset=21.0}	2min	AW4Ss_BUkMvoHfz8J1af	ed1f6a85783994f0827a6f5c0ab4be40	OPEN
MINOR	2019-10-28T14:09:44+0000		3.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unnecessary import: same package classes are always implicitly imported.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/logic/Cupcake.java		default-organization	{startLine=3.0, endLine=3.0, startOffset=0.0, endOffset=20.0}	2min	AW4Ss_BUkMvoHfz8J1ag	c36d0255e6b002b93da03625d3f6ad82	OPEN
MINOR	2019-10-28T14:09:44+0000		41.0		false	squid:S1488	com.mycompany:CupCake	2min	"Immediately return this expression instead of assigning it to the temporary variable ""price""."	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / "	com.mycompany:CupCake:src/main/java/logic/Cupcake.java		default-organization	{startLine=41.0, endLine=41.0, startOffset=20.0, endOffset=56.0}	2min	AW4Ss_BTkMvoHfz8J1ae	450e80f7077bebcd43473477d5bfff11	OPEN
MAJOR	2019-10-28T14:09:44+0000		12.0		false	squid:S1118	com.mycompany:CupCake	5min	Add a private constructor to hide the implicit public one.	2019-10-28T14:09:44+0000	CODE_SMELL	"design / "	com.mycompany:CupCake:src/main/java/logic/Encryption.java		default-organization	{startLine=12.0, endLine=12.0, startOffset=13.0, endOffset=23.0}	5min	AW4Ss_B6kMvoHfz8J1ap	7a8122156c4407331bf156dfa614455b	OPEN
-	2019-10-28T14:09:44+0000		28.0		true	squid:S4790	com.mycompany:CupCake	-	Make sure that hashing data is safe here.	2019-10-28T14:09:44+0000	SECURITY_HOTSPOT	"cwe / owasp-a3 / owasp-a6 / sans-top25-porous / spring / "	com.mycompany:CupCake:src/main/java/logic/Encryption.java		default-organization	{startLine=28.0, endLine=28.0, startOffset=41.0, endOffset=52.0}	-	AW4Ss_B6kMvoHfz8J1aq	f0dbd02f4ec9672abe9934b1443aa660	TO_REVIEW
MINOR	2019-10-28T14:09:44+0000		19.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/LineItem.java		default-organization	{startLine=19.0, endLine=19.0, startOffset=58.0, endOffset=82.0}	5min	AW4Ss_BokMvoHfz8J1am	3d67843801936b364c17f1c97e8d4ab0	OPEN
MINOR	2019-10-28T14:09:44+0000		33.0		false	squid:S1488	com.mycompany:CupCake	2min	"Immediately return this expression instead of assigning it to the temporary variable ""totalPrice""."	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / "	com.mycompany:CupCake:src/main/java/logic/LineItem.java		default-organization	{startLine=33.0, endLine=33.0, startOffset=25.0, endOffset=52.0}	2min	AW4Ss_BokMvoHfz8J1al	f27034dbdad5cff134d07367d57b049d	OPEN
MINOR	2019-10-28T14:09:44+0000		4.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unused import 'javax.ejb.Local'.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java		default-organization	{startLine=4.0, endLine=4.0, startOffset=0.0, endOffset=23.0}	2min	AW4Ss_CdkMvoHfz8J1av	df7ad29a1b7fb2ad395f6784de52b844	OPEN
MINOR	2019-10-28T14:09:44+0000		6.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unused import 'java.sql.SQLException'.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java		default-organization	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=29.0}	2min	AW4Ss_CdkMvoHfz8J1au	7da68f67a145d24c5276f88d59ccaa53	OPEN
MINOR	2019-10-28T14:09:44+0000		8.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unused import 'java.util.ArrayList'.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java		default-organization	{startLine=8.0, endLine=8.0, startOffset=0.0, endOffset=27.0}	2min	AW4Ss_CdkMvoHfz8J1aw	391715e38dad3a13b75205d527e82c8a	OPEN
MAJOR	2019-10-28T14:09:44+0000		21.0		false	squid:S00108	com.mycompany:CupCake	5min	Either remove or fill this block of code.	2019-10-28T14:09:44+0000	CODE_SMELL	"suspicious / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java		default-organization	{startLine=21.0, endLine=21.0, startOffset=32.0, endOffset=33.0}	5min	AW4Ss_CdkMvoHfz8J1ax	6b2decb38be3882440910fd75ec508cd	OPEN
INFO	2019-10-28T14:09:44+0000		42.0		false	squid:S1135	com.mycompany:CupCake	-	Complete the task associated to this TODO comment.	2019-10-28T14:09:44+0000	CODE_SMELL	"cwe / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java		default-organization	{startLine=42.0, endLine=42.0, startOffset=0.0, endOffset=56.0}	-	AW4Ss_CdkMvoHfz8J1ay	b6207392607f917c0b22f7654a7c4aec	OPEN
MAJOR	2019-10-28T14:09:44+0000		48.0		false	squid:S1172	com.mycompany:CupCake	5min	"Remove this unused method parameter ""picturePath""."	2019-10-28T14:09:44+0000	CODE_SMELL	"cert / unused / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java	"{locations=[{component=com.mycompany:CupCake:src/main/java/logic/LogicFacade.java, textRange={startLine=48.0, endLine=48.0, startOffset=62.0, endOffset=73.0}, msg=Remove this unused method parameter picturePath"".}]} / "	default-organization	{startLine=48.0, endLine=48.0, startOffset=62.0, endOffset=73.0}	5min	AW4Ss_CdkMvoHfz8J1az	7da6a78063467a819f87a28702c22c38	OPEN
MAJOR	2019-10-28T14:09:44+0000		65.0		false	squid:S1172	com.mycompany:CupCake	5min	"Remove this unused method parameter ""picturePath""."	2019-10-28T14:09:44+0000	CODE_SMELL	"cert / unused / "	com.mycompany:CupCake:src/main/java/logic/LogicFacade.java	"{locations=[{component=com.mycompany:CupCake:src/main/java/logic/LogicFacade.java, textRange={startLine=65.0, endLine=65.0, startOffset=64.0, endOffset=75.0}, msg=Remove this unused method parameter picturePath"".}]} / "	default-organization	{startLine=65.0, endLine=65.0, startOffset=64.0, endOffset=75.0}	5min	AW4Ss_CdkMvoHfz8J1a0	85078d023f769af880b53dea32bc2950	OPEN
MINOR	2019-10-28T14:09:44+0000		18.0		false	squid:EmptyStatementUsageCheck	com.mycompany:CupCake	2min	Remove this empty statement.	2019-10-28T14:09:44+0000	CODE_SMELL	"cert / unused / "	com.mycompany:CupCake:src/main/java/logic/Order.java		default-organization	{startLine=18.0, endLine=18.0, startOffset=21.0, endOffset=22.0}	2min	AW4Ss_CDkMvoHfz8J1ar	f775b249a0d13584ff4188023d243368	OPEN
MINOR	2019-10-28T14:09:44+0000		22.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Topping.java		default-organization	{startLine=22.0, endLine=22.0, startOffset=50.0, endOffset=74.0}	5min	AW4Ss_CMkMvoHfz8J1as	9eb710862dc4fb12b8b62008544665f6	OPEN
MINOR	2019-10-28T14:09:44+0000		58.0		false	squid:RedundantThrowsDeclarationCheck	com.mycompany:CupCake	5min	Remove the declaration of thrown exception 'java.lang.IllegalArgumentException' which is a runtime exception.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / error-handling / redundant / unused / "	com.mycompany:CupCake:src/main/java/logic/Topping.java		default-organization	{startLine=58.0, endLine=58.0, startOffset=43.0, endOffset=67.0}	5min	AW4Ss_CMkMvoHfz8J1at	9ce76323b6e704ef5d9d0c8e989bcdd4	OPEN
BLOCKER	2019-10-28T14:09:44+0000		48.0		false	squid:S1845	com.mycompany:CupCake	10min	"Rename method ""getID"" to prevent any misunderstanding/clash with method ""getId"" defined in superclass ""logic.BaseEntity""."	2019-10-28T14:09:44+0000	CODE_SMELL	"confusing / "	com.mycompany:CupCake:src/main/java/logic/User.java		default-organization	{startLine=48.0, endLine=48.0, startOffset=15.0, endOffset=20.0}	10min	AW4Ss_CpkMvoHfz8J1a1	4dcef9639d29f357aac0f3dfff516de0	OPEN
BLOCKER	2019-10-28T14:09:44+0000		54.0		false	squid:S1845	com.mycompany:CupCake	10min	"Rename method ""setID"" to prevent any misunderstanding/clash with method ""setId"" defined in superclass ""logic.BaseEntity""."	2019-10-28T14:09:44+0000	CODE_SMELL	"confusing / "	com.mycompany:CupCake:src/main/java/logic/User.java		default-organization	{startLine=54.0, endLine=54.0, startOffset=16.0, endOffset=21.0}	10min	AW4Ss_CpkMvoHfz8J1a2	180b3c6900998452c8b723bbbb2424aa	OPEN
MAJOR	2019-10-28T14:09:44+0000		29.0		false	squid:CommentedOutCodeLine	com.mycompany:CupCake	5min	This block of commented-out lines of code should be removed.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/BottomMapper.java		default-organization	{startLine=29.0, endLine=29.0, startOffset=0.0, endOffset=72.0}	5min	AW4Ss-9YkMvoHfz8J1Yk	fa6767c41efab3d7df131ab8f6dbceca	OPEN
MAJOR	2019-10-28T14:09:44+0000		37.0		false	squid:CommentedOutCodeLine	com.mycompany:CupCake	5min	This block of commented-out lines of code should be removed.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/BottomMapper.java		default-organization	{startLine=37.0, endLine=37.0, startOffset=0.0, endOffset=53.0}	5min	AW4Ss-9ZkMvoHfz8J1Yl	989a4d2ed1a58226062cb704df9888c5	OPEN
MINOR	2019-10-28T14:09:44+0000		6.0		false	squid:UselessImportCheck	com.mycompany:CupCake	2min	Remove this unused import 'java.io.FileNotFoundException'.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=6.0, endLine=6.0, startOffset=0.0, endOffset=37.0}	2min	AW4Ss--NkMvoHfz8J1Y8	5cb6e4d8f3e7b56a26deff4676cba0ab	OPEN
MAJOR	2019-10-28T14:09:44+0000		25.0		false	squid:S3010	com.mycompany:CupCake	20min	"Remove this assignment of ""properties""."	2019-10-28T14:09:44+0000	CODE_SMELL		com.mycompany:CupCake:src/main/java/persistence/DataSource.java	"{locations=[{component=com.mycompany:CupCake:src/main/java/persistence/DataSource.java, textRange={startLine=19.0, endLine=19.0, startOffset=4.0, endOffset=41.0}}]} / "	default-organization	{startLine=25.0, endLine=25.0, startOffset=12.0, endOffset=22.0}	20min	AW4Ss--NkMvoHfz8J1Y9	88fee0ddcc3085af8d957745a36436bf	OPEN
MINOR	2019-10-28T14:09:44+0000		28.0		false	squid:S1659	com.mycompany:CupCake	2min	"Declare ""filePassword"" on a separate line."	2019-10-28T14:09:44+0000	CODE_SMELL	"cert / convention / "	com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=28.0, endLine=28.0, startOffset=30.0, endOffset=42.0}	2min	AW4Ss--NkMvoHfz8J1Y-	066f451b53daa26f0c9705462a4c7f62	OPEN
MINOR	2019-10-28T14:09:44+0000		28.0		false	squid:S1659	com.mycompany:CupCake	2min	"Declare ""fileURL"" on a separate line."	2019-10-28T14:09:44+0000	CODE_SMELL	"cert / convention / "	com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=28.0, endLine=28.0, startOffset=49.0, endOffset=56.0}	2min	AW4Ss--NkMvoHfz8J1Y_	066f451b53daa26f0c9705462a4c7f62	OPEN
BLOCKER	2019-10-28T14:09:44+0000		54.0		false	squid:S2095	com.mycompany:CupCake	5min	"Use try-with-resources or close this ""PreparedStatement"" in a ""finally"" clause."	2019-10-28T14:09:44+0000	BUG	"cert / cwe / denial-of-service / leak / "	com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=54.0, endLine=54.0, startOffset=20.0, endOffset=80.0}	5min	AW4Ss--NkMvoHfz8J1Y5	a3736ada41a5306ba34c4aade80ef585	OPEN
MINOR	2019-10-28T14:09:44+0000		54.0		false	squid:S1226	com.mycompany:CupCake	5min	"Introduce a new variable instead of reusing the parameter ""statement""."	2019-10-28T14:09:44+0000	BUG		com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=54.0, endLine=54.0, startOffset=8.0, endOffset=17.0}	5min	AW4Ss--NkMvoHfz8J1Y7	a3736ada41a5306ba34c4aade80ef585	OPEN
BLOCKER	2019-10-28T14:09:44+0000		55.0		false	squid:S2095	com.mycompany:CupCake	5min	"Use try-with-resources or close this ""ResultSet"" in a ""finally"" clause."	2019-10-28T14:09:44+0000	BUG	"cert / cwe / denial-of-service / leak / "	com.mycompany:CupCake:src/main/java/persistence/DataSource.java		default-organization	{startLine=55.0, endLine=55.0, startOffset=23.0, endOffset=47.0}	5min	AW4Ss--NkMvoHfz8J1Y6	a08f269e8f057f4f7277f0f9c3a5ef50	OPEN
MINOR	2019-10-28T14:09:44+0000		25.0		false	squid:S1319	com.mycompany:CupCake	10min	"The return type of this method should be an interface such as ""List"" rather than the implementation ""ArrayList""."	2019-10-28T14:09:44+0000	CODE_SMELL	"bad-practice / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=25.0, endLine=25.0, startOffset=11.0, endOffset=27.0}	10min	AW4Ss--dkMvoHfz8J1ZG	8244d5f20a152c383b36ff9390ebd1f9	OPEN
BLOCKER	2019-10-28T14:09:44+0000		31.0		false	squid:S2095	com.mycompany:CupCake	5min	"Use try-with-resources or close this ""ResultSet"" in a ""finally"" clause."	2019-10-28T14:09:44+0000	BUG	"cert / cwe / denial-of-service / leak / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=31.0, endLine=31.0, startOffset=27.0, endOffset=51.0}	5min	AW4Ss--dkMvoHfz8J1ZE	a08f269e8f057f4f7277f0f9c3a5ef50	OPEN
MINOR	2019-10-28T14:09:44+0000		39.0		false	squid:S1155	com.mycompany:CupCake	2min	Use isEmpty() to check whether the collection is empty or not.	2019-10-28T14:09:44+0000	CODE_SMELL	"clumsy / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=39.0, endLine=39.0, startOffset=16.0, endOffset=34.0}	2min	AW4Ss--dkMvoHfz8J1ZK	928462c78a7c4056d9ee20ec60f86361	OPEN
BLOCKER	2019-10-28T14:09:44+0000		46.0		false	squid:S2095	com.mycompany:CupCake	5min	"Use try-with-resources or close this ""ResultSet"" in a ""finally"" clause."	2019-10-28T14:09:44+0000	BUG	"cert / cwe / denial-of-service / leak / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=46.0, endLine=46.0, startOffset=46.0, endOffset=68.0}	5min	AW4Ss--dkMvoHfz8J1ZC	25378b489723b4bbb863958e852e3e00	OPEN
MAJOR	2019-10-28T14:09:44+0000		53.0		false	squid:CommentedOutCodeLine	com.mycompany:CupCake	5min	This block of commented-out lines of code should be removed.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=53.0, endLine=53.0, startOffset=0.0, endOffset=86.0}	5min	AW4Ss--ekMvoHfz8J1ZO	4999b4dabdd52f26c09aa41a8b3e1768	OPEN
MAJOR	2019-10-28T14:09:44+0000		60.0		false	squid:CommentedOutCodeLine	com.mycompany:CupCake	5min	This block of commented-out lines of code should be removed.	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=60.0, endLine=60.0, startOffset=0.0, endOffset=84.0}	5min	AW4Ss--ekMvoHfz8J1ZP	fd634b7c03a8999f37a6e07d91e277b4	OPEN
CRITICAL	2019-10-28T14:09:44+0000		89.0		false	squid:S3776	com.mycompany:CupCake	10min	Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.	2019-10-28T14:09:44+0000	CODE_SMELL	"brain-overload / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java	"{locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=93.0, endLine=93.0, startOffset=12.0, endOffset=15.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=97.0, endLine=97.0, startOffset=16.0, endOffset=18.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=102.0, endLine=102.0, startOffset=24.0, endOffset=26.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=119.0, endLine=119.0, startOffset=16.0, endOffset=18.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=122.0, endLine=122.0, startOffset=16.0, endOffset=18.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=134.0, endLine=134.0, startOffset=16.0, endOffset=19.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=138.0, endLine=138.0, startOffset=20.0, endOffset=22.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=150.0, endLine=150.0, startOffset=16.0, endOffset=18.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=152.0, endLine=152.0, startOffset=20.0, endOffset=22.0}, msg=+2 (incl 1 for nesting)}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=157.0, endLine=157.0, startOffset=28.0, endOffset=30.0}, msg=+3 (incl 2 for nesting)}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=164.0, endLine=164.0, startOffset=20.0, endOffset=24.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=167.0, endLine=167.0, startOffset=18.0, endOffset=22.0}, msg=+1}]} / {locations=[{component=com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java, textRange={startLine=172.0, endLine=172.0, startOffset=10.0, endOffset=15.0}, msg=+1}]} / "	default-organization	{startLine=89.0, endLine=89.0, startOffset=17.0, endOffset=28.0}	10min	AW4Ss--dkMvoHfz8J1ZL	b71b5eb48974570a3d66db92ac5c6249	OPEN
BLOCKER	2019-10-28T14:09:44+0000		95.0		false	squid:S2095	com.mycompany:CupCake	5min	"Use try-with-resources or close this ""ResultSet"" in a ""finally"" clause."	2019-10-28T14:09:44+0000	BUG	"cert / cwe / denial-of-service / leak / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=95.0, endLine=95.0, startOffset=31.0, endOffset=48.0}	5min	AW4Ss--dkMvoHfz8J1ZF	778f83a5cc3a7cf117f9c6f0a4e04335	OPEN
BLOCKER	2019-10-28T14:09:44+0000		101.0		false	squid:S2695	com.mycompany:CupCake	2min	"This ""PreparedStatement"" only has 2 parameters."	2019-10-28T14:09:44+0000	BUG	"sql / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=101.0, endLine=101.0, startOffset=41.0, endOffset=42.0}	2min	AW4Ss--dkMvoHfz8J1ZM	a66d46de73c3e980ab36c102d455f3b9	OPEN
MINOR	2019-10-28T14:09:44+0000		107.0		false	squid:S00117	com.mycompany:CupCake	2min	Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.	2019-10-28T14:09:44+0000	CODE_SMELL	"convention / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=107.0, endLine=107.0, startOffset=28.0, endOffset=37.0}	2min	AW4Ss--dkMvoHfz8J1ZH	dee051b456c1e5a10344226a1d15bcd3	OPEN
MINOR	2019-10-28T14:09:44+0000		114.0		false	squid:S1481	com.mycompany:CupCake	5min	"Remove this unused ""orderID"" local variable."	2019-10-28T14:09:44+0000	CODE_SMELL	"unused / "	com.mycompany:CupCake:src/main/java/persistence/OrderMapper.java		default-organization	{startLine=114.0, endLine=114.0, startOffset=16.0, endOffset=23.0}	5min	AW4Ss--dkMvoHfz8J1ZN	07894f2cb5aa044c3081c13072dfc45b	OPEN
